"","x"
"521","Cine ştie carte are patru ochi."
"522","Cine dă cu bâta-n baltă, tot pe el se stropeşte."
"523","Limba omului e mică, dar multe vieţi a distrus."
"524","Vorbi şi nea Ion, că şi el e om."
"525","Omul în copilărie lesne-nvaţă orice fie."
"526","Românul are 7 vieţi, dar moare de prost."
"527","Munca înnobilează pe om."
"528","Omul, la mânie, cade-n nebunie."
"529","Cel din urmă va fi cel dintâi."
"530","Mulţi văd, puţini cunosc."
"531","Unde nu merge suta, merge mia."
"532","Mai bine cu un om cuminte la lucru, decât cu cel nebun la masă."
"533","Limba ta e capul tău."
"534","De unde tot iei şi nu pui, curând se isprăveşte."
"535","Să nu dea Domnul cât poate duce omul."
"536","Mama proştilor e mereu gravidă."
"537","O jumătate de pâine e mai bună decât niciuna."
"538","Găina bătrână face zeama bună."
"539","O vorbă rea răneşte mai mult decât o sabie ascuţită."
"540","Ulciorul nu merge de multe ori la apă."
"541","Dumnezeu îţi dă, dar nu-ţi bagă şi-n traistă."
"542","Cine fură azi un ac mâine fură un gânsac."
"543","Cine-i frumos e tot frumos şi din faţă şi din dos."
"544","Cine-ncalecă măgarul, să-i sufere şi năravul."
"545","Nu-ţi pune mintea cu nebunul."
"546","De unde nu-i, nici Dumnezeu nu cere."
"547","Beţia o vindecă numai sapa şi lopata."
"548","După pene se cunoaşte pasărea."
"549","Ciocârlia ne prevesteşte primăvara."
"550","Din beţie te trezeşti, dar din prostie nu."
"551","Nu da pâine câinilor altuia, că te latră ai tăi."
"552","Pisica blândă zgârie rău."
"553","Omul - fereastra prin care poţi vedea lumea."
"554","Adevărul e frumos ca primăvara."
"555","Fii deştept şi nu spune asta."
"556","Vrei, nu vrei, bea Grigore aghiasmă."
"557","Jarul din cenuşă rău te arde."
"558","Parcă-i în ţara lui Han-tătar."
"559","Are să ne întrebe iarna ce am făcut vara."
"560","Dumnezeu a făcut trandafirul şi dracu i-a pus ghimpii."
"561","Mai bine burtos de la bere decât cocoşat de la muncă!"
"562","Unirea face puterea."
"563","Nu da vrabia din mână pe cioara de pe gard."
"564","Lăcomia pierde omenia."
"565","Duce apa cu ciurul."
"566","Casa fără copiii e ca clopotul fără limbă."
"567","Toţi leneşii obişnuiesc sa-şi facă planuri mari."
"568","Ascultă şi nu te mânia, ca să te poţi îndrepta."
"569","Aşe de re s-o făcut lumea, încât mă mir că să mai face zâuă!"
"570","La unul fără suflet, trebuie unul fără-de-lege."
"571","Când va vrea norocul să-şi întoarcă pasul; nu aduce anul ce aduce ceasul."
"572","Limba tocmeşte, limba strică."
"573","Meşteşugul cere vreme şi învăţătura răbdare."
"574","Ştie carte până la genunchiul broaştei."
"575","Munca nu e de ruşine."
"576","Pentru o faptă bună nu aştepta răsplată."
"577","Fricosul suflă şi în lapte acru."
"578","Ca să te aperi de fum deseori te arunci în foc."
"579","Miere în gură, cuvinte cu lapte, fiere în inimă, înşelăciune în fapte."
"580","Unde-s mulţi, puterea creşte."
"581","Gura tăcută, nu umblă bătută."
"582","Ai intrat în horă, trebuie să joci."
"583","Cât de blând să fie motanul, tot zgârie când se mânie."
"584","Juni cartofori; bătrâni cerşetori."
"585","Încercarea moarte n-are."
"586","Dacă ţi-e frică de lup, nu intri în pădure."
"587","Nu te omoară treaba, cât grija ei."
"588","Când îmi merge bine, toţi îs cu mine, când îmi merge rău, rămâi numai eu."
"589","Pe roată de aur se-nvârte legea."
"590","Săracii mănâncă din firimiturile ce cad de la masa bogatului."
"591","Corabia cu doi cârmaci se îneacă."
"592","Ceasul pierdut nu-l întoarce anul."
"593","Când cântă cocoşul, se scoală moşul."
"594","Cine-i vara la ogor, iarna este la obor."
"595","Cu vreme şi cu răbdare şi frunza de dud se face mătase."
"596","Decât la anul un bou, mai bine astăzi un ou."
"597","Decembrie mântuie anul, dar începe iarna."
"598","Picătură cu picătură face lacul mare."
"599","Ploaia din august răcoreşte pădurea."
"600","Râul cel mic când se varsă în cel mare îşi pierde numele."
"601","Cine câinele şi-l iubeşte, n-are frică de tâlhari."
"602","După cântec se cunoaşte pasărea cea mai dulce."
"603","Căprioara, orice frunză găseşte, cu aceea se hrăneşte."
"604","La omul harnic sărăcia se uită pe fereastră, dar nu îndrăzneşte să intre."
"605","Şi pâianjenul ţese pânză, dar din pânza lui nu se fac haine."
"606","Omul bun e ca pâinea cea de grâu."
"607","Omul cel mai iscusit uneori e păcălit."
"608","Cinstea nu se cumpără, nici nu se vinde."
"609","Cinstea-i mai scumpă decât toate."
"610","Cine ştie carte, ajunge departe."
"611","Omul neînvăţat e ca un copac neîngrijit."
"612","Frumuseţea la om e ca floarea la pom."
"613","Decât un car de frumuseţe, mai bine o căruţă de minte."
"614","Unirea biruieşte pe cel mai tare duşman."
"615","La beţie omul este pisică, maimuţă şi la urmă porc."
"616","La casa cu două fete mor pisicile de sete."
"617","În ziua lucrului vine boala trupului."
"618","În casa leneşului totdeauna e sărbătoare."
"619","Leneşului îi e silă a lucra ca şi câinelui a linge sare."
"620","Hodor, hodor şi în pod nimica."
"621","Leneşul face groapă sub el."
"622","Mincinosul se cunoaşte pe faţă."
"623","A pornit cu coasa să taie vântoasa."
"624","Gură-cască — minte proastă."
"625","Prostul îmbătrâneşte de grija altuia."
"626","Are limbă lungă şi minte scurtă."
"627","Când îi dai, îi fată iapa, când îi ceri, îi moare mânzul."
"628","Scumpul mai mult păgubeşte şi leneşul mai mult aleargă."
"629","Bucuria de sârg se întoarce în scârbă şi scârba în bucurie."
"630","Murdăria pierde omenia."
"631","Munca este mama săracilor."
"632","Munca pe om îl hrăneşte, iar lenea îl păgubeşte."
"633","Nu e meşter cel care găteşte, ci cel care pune sarea."
"634","D-ar fi plugul ca grapa, şi grapa ca ogorul şi ogorul ca mămăliga, ar fi şi ţiganul gospodar."
"635","Opinci rupte şi zile pierdute."
"636","Ca buna orânduială în casa omului nu-i nimic mai de folos."
"637","Casa fără conduri, ca o casă pustie."
"638","Casă cu două rânduri: sus câinii, jos stăpânii."
"639","Până nu mănânci usturoi, nu-ţi miroase gura."
"640","Lacrimile nu s-ar mai usca, dacă morţii nu s-ar uita."
"641","Moartea le închide gura la toţi."
"642","Creşte puii tăi, că de ei ai să piei."
"643","Femeia care-i cuminte e mai mare decât un bărbat."
"644","Femeia curată te îndeamnă la viaţă."
"645","Tatăl adună paiele ca aurul, fiul risipeşte aurul ca paiele."
"646","Lupul te pârâşte, lupul te judecă."
"647","Adevărul nu-l poţi ascunde în sac."
"648","Munca omului noroc îi aduce."
"649","Zvârli cu băţul într-un câine şi loveşti un popă."
"650","Are pâinea şi cuţitul în mână."
"651","Sfatul unui bătrân e ca pâinea caldă."
"652","Zgârcitul nu ţine socoteală de milostenie."
"653","Rău cu rău, bine cu bine se însoţesc."
"654","Ariciul cu meşteşug se prinde şi vrabia cu mei."
"655","Laudă-mă gură, că-ţi voi da friptură."
"656","Nu tot ce zboară se mănâncă."
"657","Şoarecele cu o gaură numai îndată îl prinde pisica."
"658","Cine se amestecă în lături, îl mănâncă porcii."
"659","Copilul fără mama sa e ca puiul lipsit de găină."
"660","Vai de cel ce n-are mamă!"
"661","Ai carte, ai parte. N-ai carte, n-ai parte."
"662","Norocul aleargă după prost şi prostul fuge de el."
"663","Când îi dai, îi fată vaca, când îi ceri, îi moare viţelul."
"664","Nu toţi cei care latră sunt câini, şi nici toţi cei care vorbesc, oameni."
"665","Calu-i gândul omului."
"666","Aşchia nu sare departe de trunchi."
"667","Prietenul la nevoie se cunoaşte."
"668","Gura păcătosului adevăr grăieşte."
"669","Învăţătura e cea mai bună avuţie."
"670","Ρrostul cere şi deşteptul adună."
"671","Dumnezeu hrăneşte păsările care dau din aripi."
"672","Fulgerele lovesc munţii cei mai înalţi."
"673","Cum e turcul, şi pistolul."
"674","Minciunile împăratului sunt adevărurile săracului."
"675","Cui pe cui se scoate."
"676","Toată a lui nerozie e de la părinţi moşie."
"677","Bate fierul cât e cald."
"678","Cine a minţit o dată, şi-a mâncat credinţa toată."
"679","Omul nu se bate cu băţul, ci cu cuvântul."
"680","Cine fură azi un ou, mâine va fura un bou."
"681","Prietenia începe cu un fleac, dar se termină cu o durere."
"682","Nu da ciomagul în mâna prostului."
"683","Celui ce îţi întinde un deget nu-i lua toată mâna."
"684","Vecine, s-a dus bărbatu' meu la moară, nu ştiu să mă mărit, ori să-l aştept."
"685","Şi stafida e uscată, dar dulceaţa ei nu şi-o pierde."
"686","Meseria-i braţară de aur."
"687","Mai bine să te pizmuiască decât să le fie milă de tine, că pizma priveşte împotriva celui puternic, iar mila la cel ticălos."
"688","Când pisica nu-i acasă, joacă şoarecii pe masă."
"689","Omul cu suflet mare e bogat, cel cu suflet mic este sărac."
"690","Precum nu vrei să-ţi ia ale tale altul, aşa şi tu - ale altuia, aceasta se înţelege dreptate."
"691","Nici usturoi n-a mâncat, nici gura nu-i miroase."
"692","Toată lumea are-un dor şi mai greu şi mai uşor."
"693","Cu o rândunică nu se face primăvară."
"694","Primăvara nu vine cu colaci în coadă."
"695","Puii care vor să zboare înainte de vreme, cad şi se prăpădesc."
"696","Ai lucrat bine vara, ai şi grâu, şi secară."
"697","Cele sfinte nu se spurcă."
"698","Decât codaş la oraş, mai bine în satul tău fruntaş."
"699","Când doi se ceartă, al treilea câştigă."
"700","Ce-i frumos şi lui Dumnezeu îi place."
"701","Norocul şi-l face omul cu mâna lui, dar mereu cu voia norocului."
"702","Dacă intri în tărâţe, te mănâncă porcii."
"703","Să te ferească Dumnezeu de prostul vrednic."
"704","Minciuna are picioare scurte."
"705","La plăcinte înainte, la război înapoi."
"706","Decât să plângă mama, mai bine să plângă mă-sa."
"707","Unde-s doi puterea creşte, unde-i unu nu sporeşte."
"708","Dacă vrei să prosperi un an, atunci cultivă cereale. Dacă vrei să prosperi zece ani, plantează copaci. Dacă vrei să prosperi timp de o viaţă, creşte oameni."
"709","Omul cu credinţă dreaptă scapă din război."
"710","Fetile mari numai după urşi nu merg."
"711","Când sunt zile şi noroc, scapi din apă şi din foc."
"712","La pomul lăudat să nu mergi cu sacul."
"713","Cu papuci în picioare nu prinde pisica şoarecele."
"714","Vulpea găini visează."
"715","Cu bani găseşti şi tată şi mamă."
"716","Ce naşte din ogar, tot iepuri prinde."
"717","Cu ce mână dai, cu aceea primeşti înapoi."
"718","Cu pui şi cu ouă şi cu cloşcă grasă nu poţi fi."
"719","Câinele neamţului mănâncă şi mere pădureţe."
"720","Câinele latră, hoţul tace şi fură."
"721","Când avem în casă smântână, să ne păzim de mâţa bătrână."
"722","Toată vaca viţelul îşi linge."
"723","Întreabă pe leneş, să te înveţe minte."
"724","Lacomul vrea să fie şi cu pui, şi cu ouă, şi cu găina grasă."
"725","Obrazul gros aduce pântecelui folos."
"726","Mal de mămăligă şi pârâu de lapte nu s-a văzut."
"727","De moarte nimeni nu e gata când soseşte ceasul."
"728","Ţara piere de tătari, Stanca bea cu lăutari."
"729","Fie pâinea cât de proastă, tot se cheamă ţara noastră."
"730","Strâmbii mănâncă ţara şi drepţii nu-i lasă."
"731","Şarpele se sperie de însăşi pielea lui când o vede spânzurată."
"732","Ţi-a plăcut bărbatul, să-ţi placă şi satul!"
"733","Nu poţi să ai mălai în gură şi să fluieri în acelaşi timp."
"734","Omul gospodar îşi face vara sanie şi iarna car."
"735","Nu scuipa în farfuria din care mănânci."
"736","Întâi ale tale greşeli să le îndrepţi, apoi ale altora, ca şi aceia pildă să ia de la tine."
"737","Adună fir cu fir ca să ai cu grămada."
"738","Vorbele sunt femei, faptele sunt bărbaţi."
"739","Nu te amesteca unde nu-ţi fierbe oala."
"740","Omul cu ştiinţă are pocăinţă."
"741","Calul este aripa omului."
"742","Bate şaua ca să priceapă iapa."
"743","Vai de bărbăţelul meu, el munceşte şi eu beau."
"744","La lucrătorul rău toamna inima plânge."
"745","Fereşte-mă, Doamne, de găini, că de câini mă feresc singur."
"746","Dragostea este ca o grădină tânără: trebuie îngrijită şi întreţinută cu atenţie ca să dea rod."
"747","Lucrul de azi pe mâine tot aşa rămâne."
"748","Prietenii nu se cumpără niciodată cu aur."
"749","Dacă înfloresc scaieţii în septembrie, va fi o toamnă frumoasă."
"750","Dreptatea, cinstea şi cugetul curat sunt cele mai bune calităţi ale omului."
"751","Decât două pâini la soare, mai bine o pâine la umbră."
"752","Ţara arde, baba se piaptănă!"
"753","Domnu-i domn şi-n şanţ."
"754","În amor şi în domnie, nu-ncape tovărăşie."
"755","Laşul poartă şi frică de furnică."
"756","A ajuns de poveste în ţară."
"757","O minciună bine ticluită face mai mult decât un adevăr."
"758","Pune-ţi frâu la gură şi lacăt la inimă."
"759","Pentru pizmaş găina vecinului totdeauna e o curcă."
"760","Greşeala fiului tău să nu o treci cu vederea, că se face obicei."
"761","Cu lingura dă şi cu coada scoate ochii."
"762","Apa stătută miroase."
"763","Neamurile şi vecinii sunt daţi de Dumnezeu, prietenii ţi-i alegi singur."
"764","O nucă nu sună singură în sac."
"765","Înţeleptul o cumpără şi nebunul o vinde."
"766","Omul harnic plânge nu de sărăcie, ci de sănătate, ea e avuţie."
"767","Fapta bună vorbeşte de la sine."
"768","Cum semeni, aşa culegi."
"769","Politeţea este cheie de aur."
"770","E delicios, nu e sănătos."
"771","Te uiţi ca viţelul la poarta nouă."
"772","Cine doarme cu câinii se scoală plin de purici."
"773","Vrednicia fără înţelepciune e ca o frumuseţe fără ochi."
"774","Numai Dunărea ştia câte ţara suferea."
"775","Când omul cade, îi piere şi umbra."
"776","Hoţul neprins e negustor cinstit."
"777","Craca de prun face omu' nebun."
"778","Bărbatul e stâlpul casei."
"779","Când vezi doi iepuri, uită de unul; când vezi trei, uită de doi."
"780","Adormi duşman şi te trezeşti Mare Ban."
"781","Greşeala îndreptare aşteaptă."
"782","Cine-ntr-altă lege sare niciun Dumnezeu nu are."
"783","Zăpada îngraşă pământul."
"784","Noaptea toată vaca-i neagră."
"785","Când se lasă ceaţa jos, este semn de timp frumos."
"786","Dimineaţa poartă aur în gură."
"787","Furnica, cât e de mică, dacă o calci pe picior se întoarce şi ea să te muşte."
"788","Cei mai frumoşi ghiocei prin mărăcini se găsesc."
"789","Şi pentru calul şchiop se găseşte surugiu."
"790","Banii nu aduc învăţătură, ci învăţătura aduce bani."
"791","Dăscăliţa sărăcie învaţă pe om meserie."
"792","Cunoştinţele multe cu răbdare se adună."
"793","Omul învăţat, dar nepăţit e ca puşca fără praf."
"794","Dacă şade el degeaba, gândeşte că toţi n-au treabă."
"795","După război, mulţi viteji se arată."
"796","Nechibzuitul ascute coasa cu aţa mămăligii."
"797","În loc de inimă, zgârcitul are o pungă mare."
"798","Pentru un urcior de zară pune pisica în fiară."
"799","Zgârcitul n-are prieteni."
"800","La Ilie-n prăvălie, joacă şoarecii-n călcâie, joacă şi mărturisesc că nici mălai nu găsesc."
"801","Omul care munceşte mult are şi noroc mult."
"802","Focul scormolit mai multă pară dă."
"803","Îi dai pâine şi el te blesteamă."
"804","Mâncarea de dimineaţă lungeşte viaţa."
"805","Pocalele des ridicate te fac fără bucate."
"806","De ar muri omul de câte ori se bolnăveşte, n-ar mai fi oameni pe pământ."
